event_id,event_title,event_type,date,prefecture,regulation,capacity,total_results
953107,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-05,大阪府,スタンダード,64,16
953153,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,福岡県,スタンダード,64,16
953154,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,宮崎県,スタンダード,64,16
953155,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,熊本県,スタンダード,64,16
953156,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,福岡県,スタンダード,64,16
953157,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,福岡県,スタンダード,64,16
953158,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,長崎県,スタンダード,64,16
953159,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-05,熊本県,スタンダード,64,16
953160,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-05,沖縄県,スタンダード,64,16
953253,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,東京都,スタンダード,64,16
953254,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,北海道,スタンダード,64,16
953255,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-05,東京都,スタンダード,64,16
953256,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-05,埼玉県,スタンダード,64,16
953298,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-05,愛知県,スタンダード,64,16
952854,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,東京都,スタンダード,64,16
952855,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,東京都,スタンダード,64,16
952856,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,東京都,スタンダード,64,16
952938,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,福井県,スタンダード,64,16
952939,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,新潟県,スタンダード,64,16
952940,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,神奈川県,スタンダード,64,16
953108,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,岐阜県,スタンダード,64,16
953109,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,香川県,スタンダード,64,16
953110,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,大阪府,スタンダード,64,16
953111,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,滋賀県,スタンダード,64,16
953161,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,大分県,スタンダード,64,16
953257,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,東京都,スタンダード,64,16
953258,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,北海道,スタンダード,64,16
952673,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,北海道,スタンダード,64,16
952677,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,北海道,スタンダード,64,17
952742,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,埼玉県,スタンダード,64,16
952758,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,埼玉県,スタンダード,64,16
952759,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,茨城県,スタンダード,64,16
952810,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-17,東京都,スタンダード,64,16
952824,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-21,千葉県,スタンダード,64,16
952847,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,東京都,スタンダード,64,16
952857,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,千葉県,スタンダード,64,16
952914,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,神奈川県,スタンダード,64,16
953029,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-12,大阪府,スタンダード,64,17
953050,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,島根県,スタンダード,64,16
953053,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,京都府,スタンダード,64,16
953056,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,愛知県,スタンダード,64,16
953064,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,京都府,スタンダード,64,16
953071,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-28,大阪府,スタンダード,64,16
953080,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-30,静岡県,スタンダード,64,16
953112,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,愛知県,スタンダード,64,16
953113,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,岡山県,スタンダード,64,16
953114,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,京都府,スタンダード,64,16
953115,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,大阪府,スタンダード,64,16
953141,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,鹿児島県,スタンダード,64,16
953248,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,東京都,スタンダード,64,16
953299,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-06,広島県,スタンダード,64,16
981404,チャンピオンズリーグ2026 愛知 May オープンリーグ【エクストラレギュレーション】,大型大会,2026-05-10,愛知県,エクストラ,950,16
